BROKERTITLE;TYPE;PRICE;BEDS;BATH;PROPERTYSQFT;ADDRESS;STATE;MAIN_ADDRESS;ADMINISTRATIVE_AREA_LEVEL_2;LOCALITY;SUBLOCALITY;STREET_NAME;LONG_NAME;FORMATTED_ADDRESS;LATITUDE;LONGITUDE
Brokered by The Bouklis Group - The Bouklis Group Astoria;Townhouse for sale;588000;4;3.0;2160.0;2546 Bailey Ave Unit 2FAM;Bronx, NY 10463;2546 Bailey Ave Unit 2FAMBronx, NY 10463;New York;Bronx County;The Bronx;Fordham Manor;2546;2546 Bailey Ave #2f, Bronx, NY 10463, USA;40.8678944;-73.9078533
Brokered by Corcoran Westside Columbus;Condo for sale;3300000;2;2.0;1652.0;303 E 77th St Ph C;New York, NY 10075;303 E 77th St Ph CNew York, NY 10075;United States;New York;New York County;New York;East 77th Street;303 E 77th St, New York, NY 10075, USA;40.7720149;-73.9555341
Brokered by PREMIERE REAL ESTATE GROUP INC;House for sale;479000;4;2.0;1800.0;140-27 183rd St;Springfield Gardens, NY 11413;140-27 183rd StSpringfield Gardens, NY 11413;United States;New York;Queens County;Queens;183rd Street;140-27 183rd St, Jamaica, NY 11413, USA;40.6714818;-73.7606794
Brokered by COMPASS;Co-op for sale;169999;2;1.0;2184.207862;112-30 Northern Blvd Unit 4G;Corona, NY 11368;112-30 Northern Blvd Unit 4GCorona, NY 11368;New York;Queens County;Queens;Corona;112-30;112-30 Northern Blvd #4b, Corona, NY 11368, USA;40.7579027;-73.8562374
Brokered by R New York;Co-op for sale;439000;1;1.0;950.0;10 Bay Street Lndg Apt 5E;Staten Island, NY 10301;10 Bay Street Lndg Apt 5EStaten Island, NY 10301;New York;Richmond County;Staten Island;Mid Island;10;10 Bay Street Landing #5e, Staten Island, NY 10301, USA;40.638118;-74.073964
Brokered by Tscherne Realty Inc;House for sale;758000;3;2.0;1760.0;83-12 Doran Ave;Glendale, NY 11385;83-12 Doran AveGlendale, NY 11385;United States;New York;Queens County;Queens;Doran Avenue;83-12 Doran Ave, Flushing, NY 11385, USA;40.708633;-73.865415
Brokered by B Square Realty;Co-op for sale;448000;3;1.0;2184.207862;162-31 9th Ave Unit 6B;Whitestone, NY 11357;162-31 9th Ave Unit 6BWhitestone, NY 11357;New York;Queens County;Queens;Flushing;162-31;162-31 9th Ave #6b, Flushing, NY 11357, USA;40.7932677;-73.7984822
Brokered by The Bouklis Group - The Bouklis Group Astoria;Townhouse for sale;588000;4;3.0;2160.0;2546 Bailey Ave Unit 2FAM;Bronx, NY 10463;2546 Bailey Ave Unit 2FAMBronx, NY 10463;New York;Bronx County;The Bronx;Fordham Manor;2546;2546 Bailey Ave #2f, Bronx, NY 10463, USA;40.8678944;-73.9078533
Brokered by COMPASS;Townhouse for sale;2977000;4;4.0;2601.0;10 Carroll St;Brooklyn, NY 11231;10 Carroll StBrooklyn, NY 11231;United States;New York;Kings County;Brooklyn;Carroll Street;10 Carroll St, Brooklyn, NY 11231, USA;40.6834305;-74.005483
Brokered by Brown Harris Stevens;Co-op for sale;385000;1;1.0;900.0;2500 Johnson Ave Apt 12M;Bronx, NY 10463;2500 Johnson Ave Apt 12MBronx, NY 10463;New York;Bronx County;The Bronx;Spuyten Duyvil;2500;2500 Johnson Ave #12b, Bronx, NY 10463, USA;40.876794;-73.9177034
Brokered by All Going Realty Llc;House for sale;1475000;5;4.0;1928.0;911 Hicksville Rd;Far Rockaway, NY 11691;911 Hicksville RdFar Rockaway, NY 11691;United States;New York;Queens County;Queens;Hicksville Road;911 Hicksville Rd, Far Rockaway, NY 11691, USA;40.5999698;-73.7455103
Brokered by Mitra Hakimi Realty Group LLC;House for sale;978000;3;2.0;2184.207862;48-49 196th St;Fresh Meadows, NY 11365;48-49 196th StFresh Meadows, NY 11365;United States;New York;Queens County;Queens;196th Street;73-48 196th St, Flushing, NY 11366, USA;40.7337126;-73.7765367
Brokered by COMPASS;Condo for sale;2700000;3;3.0;1398.0;21 India St Apt 36F;Brooklyn, NY 11222;21 India St Apt 36FBrooklyn, NY 11222;New York;Kings County;Brooklyn;Greenpoint;21;21 India St Apt 36d, Brooklyn, NY 11222, USA;40.7320824;-73.9610327
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP;House for sale;3500000;24;8.0;9500.0;29 Hampton Pl;Brooklyn, NY 11213;29 Hampton PlBrooklyn, NY 11213;United States;New York;Kings County;Brooklyn;Hampton Place;29 Hampton Pl, Brooklyn, NY 11213, USA;40.6717953;-73.9407352
Brokered by Douglas Elliman - 3544 Johnson Ave;Co-op for sale;349000;2;1.0;900.0;629 Kappock St Apt 4A;Bronx, NY 10463;629 Kappock St Apt 4ABronx, NY 10463;New York;;The Bronx;Spuyten Duyvil;629;629 Kappock St #4a, Bronx, NY 10463, USA;40.8802558;-73.9168342
Brokered by RE MAX Frontier;Townhouse for sale;790000;3;2.0;1596.0;25-23 120th St;Flushing, NY 11354;25-23 120th StFlushing, NY 11354;United States;New York;Queens County;Queens;120th Street;25-23 120th St, Flushing, NY 11354, USA;40.7761945;-73.8477672
Brokered by Corcoran West Side Gallery;Condo for sale;750000;2;2.0;995.0;2 Bay Club Dr Apt 17P;Queens, NY 11360;2 Bay Club Dr Apt 17PQueens, NY 11360;New York;Queens County;Queens;Flushing;2;2 Bay Club Dr APT 17D, Flushing, NY 11360, USA;40.7784107;-73.7810479
Brokered by Brown Harris Stevens;Co-op for sale;1195000;3;3.0;995.0;3001 Henry Hudson West Parkway Pkwy W Unit 1FG;Bronx, NY 10463;3001 Henry Hudson West Parkway Pkwy W Unit 1FGBronx, NY 10463;New York;Bronx County;The Bronx;Spuyten Duyvil;3001;3001 Henry Hudson Pkwy W #1f, Bronx, NY 10463, USA;40.8830898;-73.9165737
Brokered by COMPASS;Co-op for sale;1750000;3;3.0;995.0;285 Riverside Dr Apt 5B;Manhattan, NY 10025;285 Riverside Dr Apt 5BManhattan, NY 10025;New York;New York County;New York;Manhattan;285;285 Riverside Dr #5b, New York, NY 10025, USA;40.7989206;-73.9723967
Brokered by Keller Williams Realty West Monmouth;House for sale;874999;3;2.0;2868.0;93 St Stephens Pl;Staten Island, NY 10306;93 St Stephens PlStaten Island, NY 10306;United States;New York;Richmond County;Staten Island;Saint Stephens Place;93 St Stephens Pl, Staten Island, NY 10306, USA;40.5771798;-74.119431
Brokered by Coldwell Banker M&D Good Life;Co-op for sale;324900;1;1.0;900.0;251 Seaman Ave Apt 1C;New York, NY 10034;251 Seaman Ave Apt 1CNew York, NY 10034;New York;New York County;New York;Manhattan;251;251 Seaman Ave #1c, New York, NY 10034, USA;40.8716437;-73.9178483
Brokered by Exit Realty DKC;Co-op for sale;97500;2;1.0;791.0;1160 Colgate Ave Apt 1D;Bronx, NY 10472;1160 Colgate Ave Apt 1DBronx, NY 10472;New York;Bronx County;The Bronx;East Bronx;1160;1160 Colgate Ave #1d, Bronx, NY 10472, USA;40.8279037;-73.881623
Brokered by COMPASS;Condo for sale;2200000;2;2.0;2035.0;15 E 70th St Unit 1A;Manhattan, NY 10021;15 E 70th St Unit 1AManhattan, NY 10021;New York;New York County;New York;Manhattan;15;15 E 70th St #1a, New York, NY 10021, USA;40.7708684;-73.966733
Brokered by Momentum Real Estate LLC;Contingent;999000;4;4.0;1798.0;25 Piedmont Ave;Staten Island, NY 10305;25 Piedmont AveStaten Island, NY 10305;United States;New York;Richmond County;Staten Island;Piedmont Avenue;25 Piedmont Ave, Staten Island, NY 10305, USA;;
Brokered by RE/MAX Team;House for sale;550000;2;2.0;995.0;3167 Wissman Ave;Bronx, NY 10465;3167 Wissman AveBronx, NY 10465;United States;New York;Bronx County;The Bronx;Wissman Avenue;3167 Wissman Ave, Bronx, NY 10465, USA;;
Brokered by RE MAX 1st Choice;Co-op for sale;519999;3;2.0;1100.0;33-44 93rd St Unit 3S;Jackson Heights, NY 11372;33-44 93rd St Unit 3SJackson Heights, NY 11372;New York;Queens County;Queens;Jackson Heights;33-44;33-44 93rd St #3c, Jackson Heights, NY 11372, USA;40.7551143;-73.8752634
Brokered by JM Properties;House for sale;729000;2;1.0;1100.0;1700 Carlton Ave;Staten Island, NY 10309;1700 Carlton AveStaten Island, NY 10309;United States;;Richmond County;Staten Island;Carlton Avenue;1700 Carlton Ave, Staten Island, NY 10309, USA;40.5343207;-74.1998415
Brokered by Bhuiyan Properties LLC;Contingent;999999;12;6.0;3900.0;735 6th Ave;Brooklyn, NY 11215;735 6th AveBrooklyn, NY 11215;United States;New York;Kings County;Brooklyn;6th Avenue;735 6th Ave, Brooklyn, NY 11215, USA;40.6589824;-73.9920247
Brokered by Staten Island Premiere Properties;House for sale;2898555;5;5.0;7200.0;545 Arbutus Ave;Staten Island, NY 10312;545 Arbutus AveStaten Island, NY 10312;United States;New York;Richmond County;Staten Island;Arbutus Avenue;545 Arbutus Ave, Staten Island, NY 10312, USA;40.5203019;-74.1780566
Brokered by Exit All Seasons Realty;House for sale;611999;3;2.0;2184.207862;115-33 227th St;Cambria Heights, NY 11411;115-33 227th StCambria Heights, NY 11411;United States;New York;Queens County;Queens;227th Street;115-33 227th St, Cambria Heights, NY 11411, USA;40.6973209;-73.7315945
Brokered by RE MAX City Square;House for sale;1500000;3;3.0;2100.0;182 Kensington St;Brooklyn, NY 11235;182 Kensington StBrooklyn, NY 11235;United States;New York;Kings County;Brooklyn;Kensington Street;182 Kensington St, Brooklyn, NY 11235, USA;40.5786182;-73.9420211
Brokered by CENTURY 21 MK Realty;House for sale;5600000;5;4.0;4959.0;2601 Avenue P;Brooklyn, NY 11229;2601 Avenue PBrooklyn, NY 11229;United States;New York;Kings County;Brooklyn;Avenue P;2601 Avenue P, Brooklyn, NY 11229, USA;40.611854;-73.9477154
Brokered by De Luca Realty Group INC;Co-op for sale;299999;2;1.0;857.0;44B Edgewater Park Unit 44B;Bronx, NY 10465;44B Edgewater Park Unit 44BBronx, NY 10465;New York;Bronx County;The Bronx;East Bronx;44 A;44 A Edgewater Park #44b, Bronx, NY 10465, USA;40.8227774;-73.8084775
Brokered by NEUHAUS REALTY INC.;House for sale;2358000;4;5.0;6300.0;797 Woodrow Rd;Staten Island, NY 10312;797 Woodrow RdStaten Island, NY 10312;United States;New York;Richmond County;Staten Island;Woodrow Road;797 Woodrow Rd, Staten Island, NY 10312, USA;40.5467194;-74.1923203
Brokered by Tom Crimmins Realty, Ltd.;House for sale;748888;2;2.0;1260.0;40 Lander Ave;Staten Island, NY 10314;40 Lander AveStaten Island, NY 10314;United States;;Richmond County;Staten Island;Lander Avenue;40 Lander Ave, Staten Island, NY 10314, USA;40.6131085;-74.1603745
Brokered by Robert DeFalco Realty, Inc.;House for sale;630000;2;2.0;1450.0;14 Buffalo St;Staten Island, NY 10306;14 Buffalo StStaten Island, NY 10306;United States;New York;Richmond County;Staten Island;Buffalo Street;14 Buffalo St, Staten Island, NY 10306, USA;40.5604211;-74.1344639
Brokered by Mcgrath Realty Inc.;Condo for sale;1389000;2;2.0;1043.0;40 Pinehurst Ave Apt 8B;New York, NY 10033;40 Pinehurst Ave Apt 8BNew York, NY 10033;New York;New York County;New York;Manhattan;40;40 Pinehurst Ave #8b, New York, NY 10033, USA;40.849705;-73.94014
Brokered by Keller Williams Points North;Co-op for sale;319000;2;1.0;925.0;108-49 63rd Ave Unit 6F;Forest Hills, NY 11375;108-49 63rd Ave Unit 6FForest Hills, NY 11375;New York;Queens County;Queens;Flushing;108-49;108-49 63rd Ave #6f, Flushing, NY 11375, USA;40.7355842;-73.8491198
Brokered by Sowae Corp;House for sale;319000;3;1.0;2184.207862;20 Eldridge Ave;Staten Island, NY 10302;20 Eldridge AveStaten Island, NY 10302;United States;New York;Richmond County;Staten Island;Eldridge Avenue;20 Eldridge Ave, Staten Island, NY 10302, USA;40.6242127;-74.1357292
Brokered by COMPASS REALTY CENTRAL INC;Pending;1250000;6;4.0;2184.207862;318 Brighton St;Staten Island, NY 10307;318 Brighton StStaten Island, NY 10307;United States;New York;Richmond County;Staten Island;Brighton Street;318 Brighton St, Staten Island, NY 10307, USA;40.5022937;-74.2429452
Brokered by COMPASS;Multi-family home for sale;1199000;4;3.0;1848.0;73-38 199th St;Fresh Meadows, NY 11366;73-38 199th StFresh Meadows, NY 11366;United States;New York;Queens County;Queens;199th Street;73-38 199th St, Flushing, NY 11366, USA;40.7349473;-73.7733194
Brokered by UNITED NATIONAL REALTY;Multi-family home for sale;1500000;6;4.0;3328.0;51 Jefferson Ave;Staten Island, NY 10306;51 Jefferson AveStaten Island, NY 10306;United States;New York;Richmond County;Staten Island;Jefferson Avenue;51 Jefferson Ave, Staten Island, NY 10306, USA;40.585111;-74.1036081
Brokered by Brooklyn Real Property, Inc;House for sale;780000;3;2.0;1320.0;1324 E 101st St;Brooklyn, NY 11236;1324 E 101st StBrooklyn, NY 11236;United States;New York;Kings County;Brooklyn;East 101st Street;1324 E 101st St, Brooklyn, NY 11236, USA;40.6384339;-73.8899834
Brokered by Ubiq;Co-op for sale;350000;2;1.0;2184.207862;655 Riverside Dr Apt 1A;New York, NY 10031;655 Riverside Dr Apt 1ANew York, NY 10031;New York;New York County;New York;Manhattan;655;655 Riverside Dr #1a, New York, NY 10031, USA;40.8255972;-73.9529963
Brokered by CENTURY 21 Homefront;Co-op for sale;255000;1;1.0;750.0;464 Neptune Ave Apt 4E;Brooklyn, NY 11224;464 Neptune Ave Apt 4EBrooklyn, NY 11224;New York;Kings County;Brooklyn;Coney Island;464;464 Neptune Ave #4e, Brooklyn, NY 11224, USA;40.5792324;-73.9713245
Brokered by E House Realty & Mgt. Inc.;Condo for sale;649000;2;2.0;905.0;217 Bay 49th St Unit 4A;Brooklyn, NY 11214;217 Bay 49th St Unit 4ABrooklyn, NY 11214;United States;New York;Kings County;Brooklyn;217;217 Bay 49th St #4a, Brooklyn, NY 11214, USA;40.5855131;-73.9883977
Brokered by E Realty International Corp;House for sale;1480000;4;4.0;1596.0;30-07 143rd St;Flushing, NY 11354;30-07 143rd StFlushing, NY 11354;United States;New York;Queens County;Queens;143rd Street;30-07 143rd St, Flushing, NY 11354, USA;40.7699832;-73.8257555
Brokered by Homes R Us Realty of NY, Inc.;House for sale;628000;3;2.0;1824.0;35 Lott Ln;Staten Island, NY 10314;35 Lott LnStaten Island, NY 10314;United States;New York;Richmond County;Staten Island;Lott Lane;35 Lott Ln, Staten Island, NY 10314, USA;40.5755968;-74.1636272
Brokered by CENTURY 21 Future Homes Realty;Co-op for sale;190000;2;1.0;875.0;3065 Sedgwick Ave Apt 3E;Bronx, NY 10468;3065 Sedgwick Ave Apt 3EBronx, NY 10468;New York;Bronx County;The Bronx;West Bronx;3065;3065 Sedgwick Ave #3e, Bronx, NY 10468, USA;40.8766081;-73.8998497
Brokered by Acadia Real Estate Grp LLC;Condo for sale;450000;2;1.0;2184.207862;132-50 Maple Ave Unit B4R;Flushing, NY 11355;132-50 Maple Ave Unit B4RFlushing, NY 11355;New York;Queens County;Queens;Flushing;132- 50;132- 50 Maple Ave b4, Flushing, NY 11355, USA;40.7541793;-73.8310866
Brokered by Robert DeFalco Realty, Inc.;Contingent;2473888;4;6.0;5600.0;284 Vineland Ave;Staten Island, NY 10312;284 Vineland AveStaten Island, NY 10312;United States;New York;Richmond County;Staten Island;Vineland Avenue;284 Vineland Ave, Staten Island, NY 10312, USA;40.5464716;-74.1880551
Brokered by DiTommaso Real Estate;Contingent;785000;3;2.0;1950.0;148 Major Ave;Staten Island, NY 10305;148 Major AveStaten Island, NY 10305;United States;New York;Richmond County;Staten Island;Major Avenue;148 Major Ave, Staten Island, NY 10305, USA;40.5990416;-74.0674289
Brokered by EXIT ALL SEASONS REALTY;House for sale;699900;3;2.0;1240.0;62-22 65th St;Middle Village, NY 11379;62-22 65th StMiddle Village, NY 11379;United States;New York;Queens County;Queens;65th Street;62-22 65th St, Queens, NY 11379, USA;40.71397;-73.8970573
Brokered by Corcoran Long Island City;Multi-family home for sale;2495000;3;4.0;2184.207862;69-04 Ditmars Blvd;Queens, NY 11370;69-04 Ditmars BlvdQueens, NY 11370;United States;New York;Queens County;Queens;Ditmars Boulevard;69-04 Ditmars Blvd, Flushing, NY 11370, USA;40.7679759;-73.899664
Brokered by Houlihan Lawrence;Co-op for sale;149999;1;1.0;850.0;4295 Webster Ave Apt 4B;Bronx, NY 10470;4295 Webster Ave Apt 4BBronx, NY 10470;New York;Bronx County;The Bronx;East Bronx;4295;4295 Webster Ave #4b, Bronx, NY 10470, USA;40.8992144;-73.8624103
Brokered by New York Residential R E;Co-op for sale;208000;1;1.0;610.0;159-04 16th Ave Unit 6-68;Whitestone, NY 11357;159-04 16th Ave Unit 6-68Whitestone, NY 11357;New York;;New York;Manhattan;159;159 W 16th St 6 68, New York, NY 10011, USA;40.7398044;-73.9980373
Brokered by Pride Estates;Pending;172800;1;1.0;750.0;2010 E 58th St Unit 120B;Brooklyn, NY 11234;2010 E 58th St Unit 120BBrooklyn, NY 11234;New York;Kings County;Brooklyn;Mill Basin;2010;2010 E 58th St # 120b, Brooklyn, NY 11234, USA;40.6149015;-73.9185548
Brokered by Lombardo Homes & Estates;Multi-family home for sale;1768888;10;10.0;3933.0;5502 6th Ave;Brooklyn, NY 11220;5502 6th AveBrooklyn, NY 11220;United States;New York;Kings County;Brooklyn;6th Avenue;5502 6th Ave, Brooklyn, NY 11220, USA;40.6410259;-74.0112793
Brokered by J Milo Real Estate;Multi-family home for sale;1239998;4;4.0;2250.0;664 Ramona Ave;Staten Island, NY 10309;664 Ramona AveStaten Island, NY 10309;United States;New York;Richmond County;Staten Island;Ramona Avenue;664 Ramona Ave, Staten Island, NY 10309, USA;40.5355587;-74.2075918
Brokered by Link Ny Realty;Multi-family home for sale;1699000;9;5.0;5500.0;3179 Rochambeau Ave;Bronx, NY 10467;3179 Rochambeau AveBronx, NY 10467;United States;New York;Bronx County;The Bronx;Rochambeau Avenue;3179 Rochambeau Ave, Bronx, NY 10467, USA;40.8754624;-73.8807502
Brokered by Signature Premier Properties;House for sale;1350000;3;3.0;2184.207862;76-73 173rd St;Fresh Meadows, NY 11366;76-73 173rd StFresh Meadows, NY 11366;United States;New York;Queens County;Queens;173rd Street;76-73 173rd St, Flushing, NY 11366, USA;40.724706;-73.7957477
Brokered by Robert Defalco Realty, Inc.;House for sale;889000;3;2.0;2362.0;107 S Railroad St;Staten Island, NY 10312;107 S Railroad StStaten Island, NY 10312;United States;New York;Richmond County;Staten Island;South Railroad Street;107 S Railroad St, Staten Island, NY 10312, USA;40.5395766;-74.1810757
Brokered by Corcoran Brooklyn Heights;Condo for sale;1300000;2;2.0;1100.0;529 Court St Apt 406;Brooklyn, NY 11231;529 Court St Apt 406Brooklyn, NY 11231;New York;Kings County;Brooklyn;Carroll Gardens;529;529 Court St APT 406, Brooklyn, NY 11231, USA;40.6746458;-73.9992831
Brokered by Douglas Elliman - New Hyde Park;Co-op for sale;310000;2;1.0;675.0;247-16A 76 Ave Unit 1FL;Bellerose, NY 11426;247-16A 76 Ave Unit 1FLBellerose, NY 11426;New York;Queens County;Queens;Jamaica;247-16;247-16 76th Ave #1fl, Jamaica, NY 11426, USA;40.7444053;-73.7237661
Brokered by Blue Key Real Estate Brokerage;Multi-family home for sale;11000000;50;50.0;22035.0;8820 Avenue J;Brooklyn, NY 11236;8820 Avenue JBrooklyn, NY 11236;United States;New York;Kings County;Brooklyn;Avenue J;8820 Avenue J, Brooklyn, NY 11236, USA;40.6376964;-73.9048363
Brokered by RE MAX Edge;Pending;1149000;7;4.0;3617.0;1949 Benedict Ave;Bronx, NY 10462;1949 Benedict AveBronx, NY 10462;United States;New York;Bronx County;The Bronx;Benedict Avenue;1949 Benedict Ave, Bronx, NY 10462, USA;;
Brokered by Miller & Miller Real Estate;Co-op for sale;239900;1;1.0;585.0;71-27 260th St Unit A2;Glen Oaks, NY 11004;71-27 260th St Unit A2Glen Oaks, NY 11004;New York;Queens County;Queens;Glen Oaks;71-27;71-27 260th St a2, Glen Oaks, NY 11004, USA;40.7516659;-73.7183001
Brokered by Tworealestate Llc;Co-op for sale;257000;3;1.0;450.0;40 Brighton 1st Rd Apt 11D;Brooklyn, NY 11235;40 Brighton 1st Rd Apt 11DBrooklyn, NY 11235;New York;Kings County;Brooklyn;Brighton Beach;40;40 Brighton 1st Rd #11d, Brooklyn, NY 11235, USA;40.5756277;-73.9667833
Brokered by Midas Realty;Condo for sale;1090000;2;2.0;1860.0;207-15 Melissa Ct Unit 219L;Bayside, NY 11360;207-15 Melissa Ct Unit 219LBayside, NY 11360;New York;Queens County;Queens;Bayside;207-15;207-15 Melissa Ct #219, Bayside, NY 11360, USA;40.7879226;-73.7863723
Brokered by Budget Real Estate Nyc Inc;Multi-family home for sale;799999;6;;2184.207862;1278 E 56th St;Brooklyn, NY 11234;1278 E 56th StBrooklyn, NY 11234;United States;New York;Kings County;Brooklyn;East 56th Street;1278 E 56th St, Brooklyn, NY 11234, USA;40.6245872;-73.9219517
Brokered by Harlem Lofts Inc.- Harlem Lofts, Inc.;Townhouse for sale;2045000;6;4.0;3976.0;594 W 152nd St;New York, NY 10031;594 W 152nd StNew York, NY 10031;United States;New York;New York County;New York;West 152nd Street;594 W 152nd St, New York, NY 10031, USA;40.8305666;-73.9469641
Brokered by Robert DeFalco Realty, Inc.;Multi-family home for sale;1195000;3;2.0;2700.0;72 Jeanette Ave;Staten Island, NY 10312;72 Jeanette AveStaten Island, NY 10312;United States;New York;Richmond County;Staten Island;Jeanette Avenue;72 Jeanette Ave, Staten Island, NY 10312, USA;40.5424657;-74.1746625
Brokered by CENTURY 21 Galvez;Co-op for sale;340000;2;1.0;900.0;6035 Broadway Apt 6N;Bronx, NY 10471;6035 Broadway Apt 6NBronx, NY 10471;New York;Bronx County;The Bronx;Fieldston;6035;6035 Broadway #6b, Bronx, NY 10471, USA;40.8919476;-73.8973687
Brokered by RE MAX 1st Choice;House for sale;1375000;6;2.0;1596.0;33-14 154th St;Flushing, NY 11354;33-14 154th StFlushing, NY 11354;United States;New York;Queens County;Queens;154th Street;33-14 154th St, Flushing, NY 11354, USA;40.7681033;-73.8107752
Brokered by Taranto Realty;House for sale;749000;3;1.0;1644.0;668 Bard Ave;Staten Island, NY 10310;668 Bard AveStaten Island, NY 10310;United States;New York;Richmond County;Staten Island;Bard Avenue;668 Bard Ave, Staten Island, NY 10310, USA;40.6267035;-74.1052076
Brokered by Keller Williams Realty Liberty;Pending;1399000;5;4.0;2184.207862;84-26 87th St;Woodhaven, NY 11421;84-26 87th StWoodhaven, NY 11421;United States;New York;Queens County;Queens;87th Street;84-26 87th St, Woodhaven, NY 11421, USA;40.6960034;-73.8584205
Brokered by COMPASS;Co-op for sale;775000;3;2.0;1880.0;175 E 62nd St Apt 14A;Manhattan, NY 10065;175 E 62nd St Apt 14AManhattan, NY 10065;New York;New York County;New York;Manhattan;175;175 E 62nd St #14a, New York, NY 10065, USA;40.7636632;-73.9655082
Brokered by Midas Realty;Condo for sale;1090000;2;2.0;1860.0;207-15 Melissa Ct Unit 219L;Bayside, NY 11360;207-15 Melissa Ct Unit 219LBayside, NY 11360;New York;Queens County;Queens;Bayside;207-15;207-15 Melissa Ct #219, Bayside, NY 11360, USA;40.7879226;-73.7863723
Brokered by CENTURY 21 Galvez;Co-op for sale;340000;2;1.0;900.0;6035 Broadway Apt 6N;Bronx, NY 10471;6035 Broadway Apt 6NBronx, NY 10471;New York;Bronx County;The Bronx;Fieldston;6035;6035 Broadway #6b, Bronx, NY 10471, USA;40.8919476;-73.8973687
Brokered by Voro Llc;Multi-family home for sale;948000;7;3.0;2184.207862;194-08 116th Ave;Saint Albans, NY 11412;194-08 116th AveSaint Albans, NY 11412;United States;New York;Queens County;Queens;116th Avenue;194-08 116th Ave, Jamaica, NY 11412, USA;40.694328;-73.7581979
Brokered by Keller Williams Realty Liberty;Pending;1399000;5;4.0;2184.207862;84-26 87th St;Woodhaven, NY 11421;84-26 87th StWoodhaven, NY 11421;United States;New York;Queens County;Queens;87th Street;84-26 87th St, Woodhaven, NY 11421, USA;40.6960034;-73.8584205
Brokered by EXP Realty;House for sale;880000;3;2.0;2184.207862;41-39 56th St;Woodside, NY 11377;41-39 56th StWoodside, NY 11377;United States;New York;Queens County;Queens;56th Street;41-39 56th St, Woodside, NY 11377, USA;40.7439956;-73.908547
Brokered by Douglas Elliman - 1995 Broadway;Co-op for sale;699000;1;1.0;600.0;170 W 74th St Apt 607;New York, NY 10023;170 W 74th St Apt 607New York, NY 10023;New York;;New York;Manhattan;170;170 W 74th St Apt 607, New York, NY 10023, USA;40.7794608;-73.979919
Brokered by COMPASS;Co-op for sale;2250000;4;3.0;2184.207862;225 Central Park W Unit 422423;Manhattan, NY 10024;225 Central Park W Unit 422423Manhattan, NY 10024;United States;New York;New York County;New York;Central Park West;225 Central Park W, New York, NY 10024, USA;40.7830893;-73.9713177
Brokered by COMPASS;Co-op for sale;319000;3;1.0;2184.207862;36 W 138th St Apt 51;Manhattan, NY 10037;36 W 138th St Apt 51Manhattan, NY 10037;New York;New York County;New York;Manhattan;36;36 W 138th St #51, New York, NY 10037, USA;40.8153009;-73.9380717
Brokered by True Homes Inc;Multi-family home for sale;1300000;6;3.0;2184.207862;1309 E 56th St;Brooklyn, NY 11234;1309 E 56th StBrooklyn, NY 11234;United States;New York;Kings County;Brooklyn;East 56th Street;1309 E 56th St, Brooklyn, NY 11234, USA;40.6236835;-73.9213087
Brokered by Fillmore Real Estate;Multi-family home for sale;729000;3;3.0;1800.0;8424 Glenwood Rd;Brooklyn, NY 11236;8424 Glenwood RdBrooklyn, NY 11236;United States;New York;Kings County;Brooklyn;Glenwood Road;8424 Glenwood Rd, Brooklyn, NY 11236, USA;40.6391205;-73.9112362
Brokered by Real Broker Llc;Condo for sale;425000;2;2.0;800.0;3240 Netherland Ave Apt 6A;Bronx, NY 10463;3240 Netherland Ave Apt 6ABronx, NY 10463;New York;Bronx County;The Bronx;Riverdale;3240;3240 Netherland Ave #6a, Bronx, NY 10463, USA;40.8848915;-73.9110436
Brokered by Corcoran West Side Gallery;Co-op for sale;399000;1;1.0;2184.207862;521 E 81st St Apt 4C;New York, NY 10028;521 E 81st St Apt 4CNew York, NY 10028;New York;New York County;New York;Manhattan;521;521 E 81st St #4c, New York, NY 10028, USA;40.7723985;-73.9482206
Brokered by Corcoran Brooklyn Heights;Co-op for sale;625000;3;1.0;652.0;28 Old Fulton St Apt 6M;Brooklyn, NY 11201;28 Old Fulton St Apt 6MBrooklyn, NY 11201;Kings County;Brooklyn;Brooklyn Heights;Old Fulton Street;Eagle Warehouse & Storage Company;Eagle Warehouse & Storage Company, 28 Old Fulton St #6m, Brooklyn, NY 11201, USA;40.702334;-73.9937463
Brokered by Mjr Real Estate Llc;Co-op for sale;269000;1;1.0;700.0;97-37 63 Rd Unit 5F;Rego Park, NY 11374;97-37 63 Rd Unit 5FRego Park, NY 11374;New York;Queens County;Queens;Rego Park;97-37;97-37 63rd Rd #5f, Rego Park, NY 11374, USA;40.7318958;-73.8599645
Brokered by UNITED NATIONAL REALTY;Condo for sale;449000;2;2.0;1440.0;1722 Forest Hill Rd;Staten Island, NY 10314;1722 Forest Hill RdStaten Island, NY 10314;United States;New York;Richmond County;Staten Island;Forest Hill Road;1722 Forest Hill Rd, Staten Island, NY 10314, USA;40.580134;-74.154154
Brokered by Keystone Realty USA Corp;Multi-family home for sale;699000;8;5.0;2300.0;1998 Clinton Ave;Bronx, NY 10457;1998 Clinton AveBronx, NY 10457;United States;New York;Bronx County;The Bronx;Clinton Avenue;1998 Clinton Ave, Bronx, NY 10457, USA;40.8460907;-73.8887912
